timestamp,tx,ty,tz
0.0,16.92989139471043,-2.8350832803705606,6.636009475744189
0.1,16.92851004111364,-2.7969623196188036,6.593531075275636
0.2,16.92670336595583,-2.758834761854695,6.551074561563581
0.30000000000000004,16.924471469794064,-2.720702729205753,6.5086422976792875
0.4,16.921814476852617,-2.682568344048562,6.466236645344305
0.5,16.918732535016073,-2.6444337288906428,6.423859964799025
0.6000000000000001,16.915225815821074,-2.6063010062523193,6.381514614671303
0.7000000000000001,16.9112945144468,-2.5681722985485793,6.339202951845191
0.8,16.906938849704094,-2.530049727970945,6.29692733132975
0.9,16.902159064023266,-2.4919354163693543,6.254690106127975
1.0,16.89695542344063,-2.4538314851340624,6.212493627105832
1.1,16.891328217583677,-2.4157400550775674,6.1703402428614105
1.2000000000000002,16.885277759654954,-2.377663246316569,6.128232299594204
1.3,16.87880438641465,-2.3396031781539652,6.086172140974521
1.4000000000000001,16.871908458161826,-2.3015619689608964,6.044162108013046
1.5,16.86459035871438,-2.263541736058837,6.002204538930535
1.6,16.856850495387686,-2.225544595601751,5.960301769027677
1.7000000000000002,16.848689298971905,-2.1875726624583085,5.918456130555117
1.8,16.84010722370803,-2.149628050094175,5.876669952583639
1.9000000000000001,16.831104747262582,-2.111712870454379,5.83494556087454
2.0,16.821682370701044,-2.0738292338457636,5.793285277750177
2.1,16.811840618459957,-2.03597924881953,5.7516914219647095
2.2,16.801580038317738,-1.9981650220538798,5.710166308575047
2.3000000000000003,16.79090120136419,-1.9603886582367576,5.66871224881199
2.4000000000000004,16.779804701968718,-1.9226522599487081,5.627331549951588
2.5,16.768291157747246,-1.8849579275458512,5.586026515186728
2.6,16.75636120952783,-1.8473077590429754,5.544799443498935
2.7,16.74401552131502,-1.8097038499967684,5.503652629530417
2.8000000000000003,16.731254780252865,-1.7721482933891797,5.462588363456346
2.9000000000000004,16.718079696586692,-1.7346431795109285,5.421608930857396
3.0,16.704491003623573,-1.6971905958451612,5.380716612592519
3.1,16.6904894576915,-1.6597926269512637,5.33991368467201
3.2,16.67607583809729,-1.622451354348839,5.2992024181308155
3.3000000000000003,16.661250947083232,-1.5851688564018542,5.258585078902137
3.4000000000000004,16.646015609782403,-1.5479472082029568,5.218063927691311
3.5,16.630370674172752,-1.5107884814579835,5.17764121984998
3.6,16.614317011029925,-1.4736947443706474,5.137319205250566
3.7,16.597855513878766,-1.4366680615274277,5.09710012816104
3.8000000000000003,16.580987098943606,-1.3997104937826559,5.056986227120015
3.9000000000000004,16.563712705097267,-1.3628240981438111,5.01697973481215
4.0,16.546033293808787,-1.3260109276570329,4.977082877943878
4.1000000000000005,16.527949849089925,-1.2892730312928475,4.9372978771194775
4.2,16.50946337744039,-1.2526124538321277,4.897626946717471
4.3,16.490574907791817,-1.2160312357522822,4.858072294767381
4.4,16.471285491450487,-1.1795314131136854,4.818636122826826
4.5,16.451596202038832,-1.1431150174463531,4.779320625858994
4.6000000000000005,16.431508135435667,-1.1067840756368703,4.740127992110469
4.7,16.411022409715205,-1.0705406098155779,4.701060402989434
4.800000000000001,16.39014016508481,-1.0343866372440236,4.662120032944264
4.9,16.368862563821544,-0.9983241702026835,4.623309049342492
5.0,16.347190790207488,-0.962355215878961,4.58462961235018
5.1000000000000005,16.3251260504638,-0.9264817762554705,4.5460838748116865
5.2,16.30266957268361,-0.8907058479986094,4.507673982129841
5.300000000000001,16.27982260676363,-0.8550294223474257,4.469402072146536
5.4,16.25658642433462,-0.8194544850027903,4.4312702750237385
5.5,16.232962318690596,-0.7839830160168735,4.39328071312492
5.6000000000000005,16.208951604716834,-0.7486169896829378,4.355435500896939
5.7,16.184555618816717,-0.7133583744254541,4.3177367447523505
5.800000000000001,16.15977571883732,-0.6782091326905388,4.280186542952162
5.9,16.134613283993858,-0.6431712208367304,4.242786985489051
6.0,16.10906971479291,-0.6082465890260971,4.205540153971041
6.1000000000000005,16.08314643295446,-0.5734371811156942,4.168448121505633
6.2,16.05684488133279,-0.5387449345493773,4.131512952584431
6.300000000000001,16.030166523836154,-0.5041717802499579,4.094736702968226
6.4,16.0031128453453,-0.4697196425117385,4.058121419572582
6.5,15.975685351630826,-0.4353904388934047,4.0216691403539
