timestamp,tx,ty,tz,qx,qy,qz,qw
0.0,5.759609222412109,-4.995858669281006,5.813544750213623,0.04584754003204751,-0.06038985044666476,-0.7047466075341043,-0.7053958221539294
0.1,6.001335620880127,-4.984407901763916,5.674355506896973,0.04882504958467067,-0.05904760700612791,-0.7047441424991134,-0.7053122233242611
0.2,6.238600730895996,-4.9605207443237305,5.5249176025390625,0.052442732887681864,-0.05660335518593277,-0.7042982994296075,-0.7056981335751844
0.3,6.456848621368408,-4.926565170288086,5.383397579193115,0.055975906902662964,-0.05367665324759918,-0.704008765232953,-0.7059442565178727
0.4,6.692357540130615,-4.877475738525391,5.240555763244629,0.05994634640377437,-0.050393786896382374,-0.7034739548172113,-0.7063932559500462
0.5,6.889337539672852,-4.824413776397705,5.126932144165039,0.06335082394669263,-0.047019739378088975,-0.7032701690423967,-0.7065316298159721
0.6,7.117602825164795,-4.742084503173828,4.984805107116699,0.06720343312475904,-0.043264552640355496,-0.7036600861662198,-0.7060271575578962
0.7,7.185672283172607,-4.712434768676758,4.938063621520996,0.06818056961190266,-0.04204814849421554,-0.7038900355027462,-0.7057777363773577
0.8,7.368050575256348,-4.623883247375488,4.807581901550293,0.07028425448125002,-0.03870501964057192,-0.7042834162414091,-0.7053701100038982
0.9,7.561101913452148,-4.518514633178711,4.6671342849731445,0.07250212043156946,-0.03614826141808851,-0.704583585787811,-0.7049813477819264
1.0,7.760411262512207,-4.394050121307373,4.515380859375,0.07468953923510684,-0.034162409917554495,-0.7049836537989982,-0.7044518889458108
1.1,7.937849521636963,-4.267299175262451,4.374876976013184,0.07609458608973647,-0.03138840181315463,-0.7054073648545315,-0.7040064301164459
1.2,8.110898971557617,-4.126800060272217,4.232866287231445,0.07738111073799742,-0.02869195971508301,-0.7056885416274713,-0.7036993751785203
1.3,8.288726806640625,-3.957286834716797,4.075771808624268,0.07861137197767436,-0.024667562616664224,-0.7061364960318287,-0.7032660035837477
1.4,8.440159797668457,-3.7814483642578125,3.9323666095733643,0.07916061390240013,-0.019991754364373192,-0.7064114977975534,-0.7030766442141971
1.5,8.589123725891113,-3.5844435691833496,3.789686679840088,0.0785875247639513,-0.015141924408758714,-0.7070662699979583,-0.7026037778119654
1.6,8.712767601013184,-3.3963546752929688,3.668538808822632,0.0779908465612265,-0.011774817949579448,-0.7074008965480718,-0.7023980363245982
1.7,8.833046913146973,-3.184417724609375,3.5449366569519043,0.07701237059455364,-0.009000169739917829,-0.7077658222370893,-0.7021792759062165
1.8,8.851083755493164,-3.1510250568389893,3.5254156589508057,0.07681562647152676,-0.00854076118861499,-0.7078443642063783,-0.7021273707451864
1.9,8.952973365783691,-2.9463765621185303,3.410614013671875,0.0758264741812905,-0.0063977598950520406,-0.7078541821171755,-0.7022477023025907
2.0,9.053868293762207,-2.7270169258117676,3.284916639328003,0.07505409893801394,-0.0036698920530594797,-0.7075917030691786,-0.7026147898285917
2.1,9.130858421325684,-2.52081561088562,3.175694227218628,0.07525942521306886,-0.0010959761119650798,-0.7074309992760761,-0.702763355329323
2.2,9.202386856079102,-2.2905144691467285,3.0704572200775146,0.07516863036466427,0.0013916151808449021,-0.7074251831756178,-0.7027783594427567
2.3,9.256083488464355,-2.0714707374572754,2.981020212173462,0.07443627355404882,0.0036325077984304694,-0.7073911280281125,-0.702882631239881
2.4,9.294976234436035,-1.847105622291565,2.892313241958618,0.07297806371837874,0.006011241684070913,-0.7074441951909272,-0.7029657826914538
2.5,9.330852508544922,-1.5964080095291138,2.8036720752716064,0.07174434380294588,0.007886457707263839,-0.7073398446977341,-0.703179209228593
2.6,9.35117244720459,-1.3635963201522827,2.737887144088745,0.07142717823118928,0.009777913438023611,-0.7072887222168516,-0.7032390982539657
2.7,9.360657691955566,-1.0997729301452637,2.671476125717163,0.07145109129936315,0.012419514583648468,-0.707203543271375,-0.703280613064385
2.8,9.35746955871582,-0.8480833172798157,2.6129794120788574,0.06988968227093612,0.015559101817853792,-0.7073534248733055,-0.7032242974661488
2.9,9.355679512023926,-0.8060284852981567,2.6035397052764893,0.06949301984035387,0.016210378628646414,-0.7073444810157065,-0.7032580236706722
3.0,9.339537620544434,-0.5512336492538452,2.549905300140381,0.06701628399521348,0.01982763980462799,-0.7074250313811087,-0.703324734393967
3.1,9.314055442810059,-0.27161461114883423,2.499469041824341,0.06373657956313368,0.023195842081868537,-0.7074163130750036,-0.7035352518107423
3.2,9.281218528747559,-0.019478684291243553,2.463188648223877,0.061540831488659346,0.02636417083258026,-0.7074311724732817,-0.7036042646410008
3.3,9.23028564453125,0.2560122609138489,2.427922010421753,0.059272270782115395,0.030075065183795838,-0.7074829250166222,-0.703598114987749
3.4,9.16885757446289,0.5100736618041992,2.4003190994262695,0.05723648448571909,0.03311817169631465,-0.707364928328771,-0.7037485647489539
3.5,9.088427543640137,0.7861666679382324,2.3776979446411133,0.05401351958990257,0.035973679293388926,-0.70711309531129,-0.7041161330124457
3.6,9.005733489990234,1.0492722988128662,2.3650882244110107,0.04997908561463763,0.0385032178957239,-0.7068245728859539,-0.7045697867902475
3.7,8.905882835388184,1.3321497440338135,2.3544845581054688,0.04527877522611034,0.04191373462105261,-0.7066575300257357,-0.7048604042102995
3.8,8.802552223205566,1.585335612297058,2.3566925525665283,0.040603578267758844,0.04542296535713054,-0.7065395567162144,-0.7050460653585293
3.9,8.68124008178711,1.8489408493041992,2.368283271789551,0.035932200867553644,0.048278967356494194,-0.7064339646608288,-0.7052157206236516
4.0,8.671701431274414,1.8686741590499878,2.3693549633026123,0.035580752785800474,0.04842637200789399,-0.7064262596489262,-0.70523118065568
4.1,8.541223526000977,2.1212048530578613,2.3887221813201904,0.031706104098685406,0.05060828735497815,-0.7062171119224095,-0.705472275693368
4.2,8.410687446594238,2.3467066287994385,2.4154446125030518,0.028855547439222144,0.05204851036450169,-0.7059445423364789,-0.7057625469556734
4.3,8.257115364074707,2.5781352519989014,2.4483442306518555,0.026333788223159977,0.05380387128724176,-0.7055434595802331,-0.7061304179952925
4.4,8.109572410583496,2.7851386070251465,2.4809110164642334,0.02475368048197329,0.05501582103832972,-0.7053737104725184,-0.7062638365195907
4.5,7.911346912384033,3.037013053894043,2.5323164463043213,0.021733530831002757,0.05682747302852313,-0.705277481355993,-0.7063158114451799
4.6,7.74593448638916,3.22868013381958,2.5843255519866943,0.01733008078214519,0.0569465694857028,-0.7053949788671073,-0.7063105931384985
4.7,7.556452751159668,3.4324443340301514,2.6515164375305176,0.012825581029804715,0.057194363978988506,-0.7053693993108969,-0.7064122056094225
4.8,7.376214027404785,3.6083080768585205,2.713447093963623,0.008838125644105738,0.05800337273615511,-0.7051894612025548,-0.7065871703896405
4.9,7.171270370483398,3.788534164428711,2.791192054748535,0.004771755552926171,0.05868128898938465,-0.7051177489160398,-0.7066418553493569
5.0,6.991645812988281,3.933289051055908,2.863579273223877,0.0012469619283994645,0.058809473360774474,-0.7050540057589343,-0.7067098974850107
5.1,6.941892147064209,3.9715189933776855,2.884309768676758,0.00019304310289211353,0.058898571798526506,-0.7050295991939697,-0.7067278977290016
5.2,6.740007400512695,4.113029479980469,2.968324899673462,-0.0033942463954421565,0.05919380783816729,-0.7048444025665722,-0.7068797140523784
5.3,6.534050941467285,4.238827705383301,3.0570225715637207,-0.0066604691043545255,0.05911507225679287,-0.7051206715365662,-0.7065875978673442
5.4,6.305928707122803,4.36796236038208,3.165483236312866,-0.010093564357411685,0.058520187929307826,-0.705255604713233,-0.7064617684099558
5.5,6.094470977783203,4.475337028503418,3.2719357013702393,-0.013481770582626713,0.058129318056217794,-0.7051247437288496,-0.706568099928506
5.6,5.861598014831543,4.575649738311768,3.3874502182006836,-0.01749260956671515,0.057511115984794095,-0.7050541124431445,-0.7066011362253393
