timestamp,tx,ty,tz,qx,qy,qz,qw
0.0,8.215611457824707,-0.34006527066230774,5.173306465148926,-0.24149529313735169,-0.25625877704206407,-0.5946735458272867,-0.7227550894434527
0.1,8.405186653137207,-0.217550590634346,4.999307155609131,-0.32137608406969204,-0.1283312110100322,-0.5555606540115176,-0.7560429496202281
0.2,8.651906967163086,-0.15366682410240173,4.843476295471191,-0.3495179773623253,-0.017653902921788305,-0.5431301048560934,-0.7632400403023576
0.3,8.981002807617188,-0.17444288730621338,4.702837944030762,-0.3446991385112565,0.08217012805956675,-0.5490754552108734,-0.7569324799314748
0.4,9.178746223449707,-0.23707060515880585,4.63907527923584,-0.296293008844449,0.11580315512057826,-0.5647008303138326,-0.7615203119058555
0.5,9.350606918334961,-0.3123991787433624,4.588967323303223,-0.2078440382229037,0.12716492868639498,-0.5825422129545095,-0.7754190465291565
0.6,9.68736457824707,-0.5206935405731201,4.530926704406738,0.04737256776913105,0.10223692225353563,-0.5935202447329906,-0.7968922336427294
0.7,10.004709243774414,-0.7553183436393738,4.529019355773926,0.24976417356730174,0.05292399787266012,-0.5664277342112936,-0.783566590792055
0.8,10.23511028289795,-0.922450602054596,4.561862468719482,0.3071324196381779,0.023710015194455154,-0.5623914148231024,-0.7673483148976691
0.9,10.404847145080566,-1.0145137310028076,4.646069049835205,0.31297459450780335,0.007704633568609767,-0.5836570708546075,-0.749220913206285
1.0,10.48256778717041,-1.006007432937622,4.791358470916748,0.3256400912702515,0.020604972570960594,-0.6125850871656661,-0.7199122265594762
1.1,10.465620994567871,-0.9043734073638916,5.016434192657471,0.3319550062661994,0.10159837115681525,-0.6561875587494028,-0.6700012146906288
1.2,10.34912109375,-0.7611706256866455,5.251641750335693,0.2695633958593212,0.2225499508496394,-0.7032624723034596,-0.6190550288071492
1.3,10.1328763961792,-0.6118078231811523,5.501423358917236,0.15156045710352375,0.31768497898094156,-0.7356409088564914,-0.5787385705118788
